Date,DayOfWeek,BusCommuters,Rail,Total
01/01/2009,U,338779,238590,577369
01/02/2009,W,765802,443439,1209241
01/03/2009,A,580506,293634,874140
01/04/2009,U,402180,213098,615278
01/05/2009,W,1012207,591455,1603662
01/06/2009,W,1006184,600314,1606498
01/07/2009,W,991858,606481,1598339
01/08/2009,W,1000931,606524,1607455
01/09/2009,W,985250,625043,1610293
01/10/2009,A,521906,304657,826563
01/11/2009,U,390151,219600,609751
01/12/2009,W,1009651,629944,1639595
01/13/2009,W,952091,615363,1567454
01/14/2009,W,905548,620646,1526194
01/15/2009,W,755677,532219,1287896
01/16/2009,W,822136,542180,1364316
01/17/2009,A,553273,302764,856037
01/18/2009,U,397317,224910,622227
01/19/2009,W,665251,409551,1074802
01/20/2009,W,1018227,624553,1642780
01/21/2009,W,1068170,647903,1716073
01/22/2009,W,1082611,657786,1740397
01/23/2009,W,979795,622633,1602428
01/24/2009,A,561515,316086,877601
01/25/2009,U,376302,215452,591754
01/26/2009,W,1024953,633365,1658318
01/27/2009,W,1050873,646578,1697451
01/28/2009,W,1044085,653089,1697174
01/29/2009,W,1040926,648114,1689040
01/30/2009,W,1059741,627734,1687475
01/31/2009,A,667780,340757,1008537
02/01/2009,U,459271,242773,702044
02/02/2009,W,1062276,628819,1691095
02/03/2009,W,1058730,636578,1695308
02/04/2009,W,1026435,631042,1657477
02/05/2009,W,1064605,643718,1708323
02/06/2009,W,1090042,639394,1729436
02/07/2009,A,722336,387825,1110161
02/08/2009,U,469249,245082,714331
02/09/2009,W,1061620,634229,1695849
02/10/2009,W,1121451,666014,1787465
02/11/2009,W,1001838,637558,1639396
02/12/2009,W,943891,620278,1564169
02/13/2009,W,1008863,643066,1651929
02/14/2009,A,711324,388028,1099352
02/15/2009,U,466104,262442,728546
02/16/2009,W,765356,486133,1251489
02/17/2009,W,1087248,654156,1741404
02/18/2009,W,1030930,637389,1668319
02/19/2009,W,1004978,639414,1644392
02/20/2009,W,1032282,632936,1665218
02/21/2009,A,578539,329252,907791
02/22/2009,U,422899,231506,654405
02/23/2009,W,1030913,619409,1650322
02/24/2009,W,1072167,642992,1715159
02/25/2009,W,1082105,650665,1732770
02/26/2009,W,981515,624424,1605939
02/27/2009,W,1045953,631269,1677222
02/28/2009,A,639146,349295,988441
03/01/2009,U,385236,219552,604788
03/02/2009,W,866001,570796,1436797
03/03/2009,W,1095720,642501,1738221
03/04/2009,W,1098350,648398,1746748
03/05/2009,W,1105607,658867,1764474
03/06/2009,W,1106466,653708,1760174
03/07/2009,A,564839,319673,884512
03/08/2009,U,367983,212484,580467
03/09/2009,W,1073249,638209,1711458
03/10/2009,W,1026177,636119,1662296
03/11/2009,W,1058738,649963,1708701
03/12/2009,W,1039462,646252,1685714
03/13/2009,W,1075419,656181,1731600
03/14/2009,A,699923,471323,1171246
03/15/2009,U,484927,286972,771899
03/16/2009,W,1040208,648040,1688248
03/17/2009,W,1110747,683241,1793988
03/18/2009,W,1051328,653127,1704455
03/19/2009,W,1073688,656286,1729974
03/20/2009,W,1064573,643149,1707722
03/21/2009,A,684551,377094,1061645
03/22/2009,U,471865,260374,732239
03/23/2009,W,1007657,598236,1605893
03/24/2009,W,1023641,616038,1639679
03/25/2009,W,1052157,625381,1677538
03/26/2009,W,1053676,633781,1687457
03/27/2009,W,969091,614690,1583781
03/28/2009,A,582316,331568,913884
03/29/2009,U,360851,229406,590257
03/30/2009,W,1044468,628992,1673460
03/31/2009,W,1007561,628945,1636506
04/01/2009,W,1103516,658559,1762075
04/02/2009,W,1017567,649643,1667210
04/03/2009,W,1094889,653334,1748223
04/04/2009,A,696212,390735,1086947
04/05/2009,U,394704,236381,631085
04/06/2009,W,878367,593691,1472058
04/07/2009,W,948719,636189,1584908
04/08/2009,W,963532,642963,1606495
04/09/2009,W,952099,638401,1590500
04/10/2009,W,866040,562197,1428237
04/11/2009,A,641437,349911,991348
04/12/2009,U,423274,228889,652163
04/13/2009,W,937261,619681,1556942
04/14/2009,W,1028849,642703,1671552
04/15/2009,W,1073275,682839,1756114
04/16/2009,W,1082379,692868,1775247
04/17/2009,W,1087613,695313,1782926
04/18/2009,A,690066,421519,1111585
04/19/2009,U,398430,243756,642186
04/20/2009,W,1007645,629066,1636711
04/21/2009,W,1030738,659154,1689892
04/22/2009,W,1040599,679753,1720352
04/23/2009,W,1039524,688741,1728265
04/24/2009,W,1084984,679180,1764164
04/25/2009,A,612802,358235,971037
04/26/2009,U,422437,251595,674032
04/27/2009,W,972593,633164,1605757
04/28/2009,W,1043138,650112,1693250
04/29/2009,W,1045681,648841,1694522
04/30/2009,W,999397,660465,1659862
05/01/2009,W,1116163,677684,1793847
05/02/2009,A,764832,399421,1164253
05/03/2009,U,528055,291070,819125
05/04/2009,W,1081915,667219,1749134
05/05/2009,W,1091934,680732,1772666
05/06/2009,W,1040297,650834,1691131
05/07/2009,W,1071031,675865,1746896
05/08/2009,W,1084713,657966,1742679
05/09/2009,A,674760,343099,1017859
05/10/2009,U,474595,249540,724135
05/11/2009,W,1019002,620480,1639482
05/12/2009,W,1070549,675570,1746119
05/13/2009,W,979697,640084,1619781
05/14/2009,W,1074183,690670,1764853
05/15/2009,W,985291,650805,1636096
05/16/2009,A,746301,406577,1152878
05/17/2009,U,511550,293680,805230
05/18/2009,W,1045190,623839,1669029
05/19/2009,W,1072111,650975,1723086
05/20/2009,W,1085546,664197,1749743
05/21/2009,W,1070609,663646,1734255
05/22/2009,W,1052067,637603,1689670
05/23/2009,A,700549,367228,1067777
05/24/2009,U,511582,288558,800140
05/25/2009,U,409208,258452,667660
05/26/2009,W,998498,634549,1633047
05/27/2009,W,1026962,648266,1675228
05/28/2009,W,1038163,663980,1702143
05/29/2009,W,1064215,677893,1742108
05/30/2009,A,695552,385727,1081279
05/31/2009,U,511749,289239,800988
06/01/2009,W,1011224,619841,1631065
06/02/2009,W,1036601,635007,1671608
06/03/2009,W,1092082,659178,1751260
06/04/2009,W,1078827,665490,1744317
06/05/2009,W,1074738,656345,1731083
06/06/2009,A,676207,368951,1045158
06/07/2009,U,489403,264624,754027
06/08/2009,W,1003036,633669,1636705
06/09/2009,W,1017857,645412,1663269
06/10/2009,W,1010707,655620,1666327
06/11/2009,W,881200,627380,1508580
06/12/2009,W,1067730,722970,1790700
06/13/2009,A,619909,429667,1049576
06/14/2009,U,519510,372743,892253
06/15/2009,W,969271,636444,1605715
06/16/2009,W,913925,644994,1558919
06/17/2009,W,978050,671546,1649596
06/18/2009,W,970757,684946,1655703
06/19/2009,W,868477,622117,1490594
06/20/2009,A,757562,423217,1180779
06/21/2009,U,514773,292519,807292
06/22/2009,W,957022,623252,1580274
06/23/2009,W,978739,644145,1622884
06/24/2009,W,937838,642145,1579983
06/25/2009,W,969861,659105,1628966
06/26/2009,W,985078,708491,1693569
06/27/2009,A,692627,469970,1162597
06/28/2009,U,516762,469985,986747
06/29/2009,W,961592,649188,1610780
06/30/2009,W,962402,648809,1611211
07/01/2009,W,1003064,680635,1683699
07/02/2009,W,1020960,713778,1734738
07/03/2009,U,791721,711335,1503056
07/04/2009,A,540914,394405,935319
07/05/2009,U,507244,364973,872217
07/06/2009,W,966889,643223,1610112
07/07/2009,W,977293,670829,1648122
07/08/2009,W,954018,667258,1621276
07/09/2009,W,1002646,673821,1676467
07/10/2009,W,938460,672582,1611042
07/11/2009,A,733100,422670,1155770
07/12/2009,U,525978,335349,861327
07/13/2009,W,975656,638789,1614445
07/14/2009,W,975173,644793,1619966
07/15/2009,W,984189,650434,1634623
07/16/2009,W,990574,683021,1673595
07/17/2009,W,954520,667858,1622378
07/18/2009,A,711371,421356,1132727
07/19/2009,U,493670,311785,805455
07/20/2009,W,963999,643810,1607809
07/21/2009,W,986777,683790,1670567
07/22/2009,W,973865,654420,1628285
07/23/2009,W,959920,673917,1633837
07/24/2009,W,968278,686977,1655255
07/25/2009,A,693104,467927,1161031
07/26/2009,U,490518,334490,825008
07/27/2009,W,939982,648312,1588294
07/28/2009,W,956278,667503,1623781
07/29/2009,W,958820,672872,1631692
07/30/2009,W,926905,680056,1606961
07/31/2009,W,997830,674810,1672640
08/01/2009,A,712791,396785,1109576
08/02/2009,U,541877,324804,866681
08/03/2009,W,945629,612506,1558135
08/04/2009,W,966555,645725,1612280
08/05/2009,W,965266,653026,1618292
08/06/2009,W,958790,673897,1632687
08/07/2009,W,900717,695143,1595860
08/08/2009,A,714606,503501,1218107
08/09/2009,U,492623,383769,876392
08/10/2009,W,920020,624034,1544054
08/11/2009,W,950753,672387,1623140
08/12/2009,W,951988,666879,1618867
08/13/2009,W,946370,674767,1621137
08/14/2009,W,969081,683249,1652330
08/15/2009,A,722837,472275,1195112
08/16/2009,U,473628,338169,811797
08/17/2009,W,854426,594551,1448977
08/18/2009,W,948964,636143,1585107
08/19/2009,W,917526,624721,1542247
08/20/2009,W,922627,630083,1552710
08/21/2009,W,946374,633411,1579785
08/22/2009,A,713225,393634,1106859
08/23/2009,U,516846,283806,800652
08/24/2009,W,966314,634030,1600344
08/25/2009,W,993279,680981,1674260
08/26/2009,W,921926,651492,1573418
08/27/2009,W,934232,664531,1598763
08/28/2009,W,974302,674306,1648608
08/29/2009,A,708836,405427,1114263
08/30/2009,U,505635,302535,808170
08/31/2009,W,975508,658827,1634335
09/01/2009,W,1055167,680368,1735535
09/02/2009,W,1032505,682877,1715382
09/03/2009,W,1063234,714324,1777558
09/04/2009,W,1020694,678461,1699155
09/05/2009,A,701349,428069,1129418
09/06/2009,U,503694,338561,842255
09/07/2009,U,463198,299374,762572
09/08/2009,W,1004429,709373,1713802
09/09/2009,W,1097851,711047,1808898
09/10/2009,W,1099979,713849,1813828
09/11/2009,W,1114404,743271,1857675
09/12/2009,A,728447,482038,1210485
09/13/2009,U,517813,355437,873250
09/14/2009,W,1101985,714141,1816126
09/15/2009,W,1115027,729171,1844198
09/16/2009,W,1108929,732849,1841778
09/17/2009,W,1112462,745180,1857642
09/18/2009,W,1102861,708997,1811858
09/19/2009,A,721408,415652,1137060
09/20/2009,U,480835,292572,773407
09/21/2009,W,1076200,692304,1768504
09/22/2009,W,1098839,708391,1807230
09/23/2009,W,1102842,718424,1821266
09/24/2009,W,1099145,712276,1811421
09/25/2009,W,1010229,697003,1707232
09/26/2009,A,702445,426960,1129405
09/27/2009,U,494098,295158,789256
09/28/2009,W,1025351,659478,1684829
09/29/2009,W,1070466,701863,1772329
09/30/2009,W,1092412,723123,1815535
10/01/2009,W,1092443,714559,1807002
10/02/2009,W,1094376,710954,1805330
10/03/2009,A,715566,415308,1130874
10/04/2009,U,514280,309529,823809
10/05/2009,W,1110701,690993,1801694
10/06/2009,W,1071550,693172,1764722
10/07/2009,W,1111089,714396,1825485
10/08/2009,W,1063003,714502,1777505
10/09/2009,W,1023705,689843,1713548
10/10/2009,A,676836,433332,1110168
10/11/2009,U,436381,428201,864582
10/12/2009,W,827772,594084,1421856
10/13/2009,W,1102805,706201,1809006
10/14/2009,W,1077269,703009,1780278
10/15/2009,W,1052994,712178,1765172
10/16/2009,W,1067868,708838,1776706
10/17/2009,A,692682,420801,1113483
10/18/2009,U,494901,296936,791837
10/19/2009,W,1094468,697391,1791859
10/20/2009,W,1095869,709084,1804953
10/21/2009,W,1110910,714863,1825773
10/22/2009,W,1051505,708978,1760483
10/23/2009,W,932000,664168,1596168
10/24/2009,A,672636,394925,1067561
10/25/2009,U,471453,278478,749931
10/26/2009,W,1045756,673242,1718998
10/27/2009,W,1106013,699054,1805067
10/28/2009,W,1091208,699543,1790751
10/29/2009,W,1096369,715628,1811997
10/30/2009,W,1035778,680089,1715867
10/31/2009,A,698324,406844,1105168
11/01/2009,U,494777,290701,785478
11/02/2009,W,1099218,681759,1780977
11/03/2009,W,1136686,697012,1833698
11/04/2009,W,1105418,695322,1800740
11/05/2009,W,1114979,710657,1825636
11/06/2009,W,1015815,683216,1699031
11/07/2009,A,723832,419045,1142877
11/08/2009,U,512125,297504,809629
11/09/2009,W,1076270,673433,1749703
11/10/2009,W,1090758,686972,1777730
11/11/2009,W,908424,620355,1528779
11/12/2009,W,1097428,709937,1807365
11/13/2009,W,1092994,693142,1786136
11/14/2009,A,694924,410234,1105158
11/15/2009,U,460225,274484,734709
11/16/2009,W,1061332,668884,1730216
11/17/2009,W,1060364,677993,1738357
11/18/2009,W,1043248,676849,1720097
11/19/2009,W,1021173,682045,1703218
11/20/2009,W,1105710,692325,1798035
11/21/2009,A,702789,482859,1185648
11/22/2009,U,485345,297371,782716
11/23/2009,W,1073100,665885,1738985
11/24/2009,W,1054145,665966,1720111
11/25/2009,W,997101,612769,1609870
11/26/2009,U,329214,188829,518043
11/27/2009,W,647293,378145,1025438
11/28/2009,A,587950,342511,930461
11/29/2009,U,399383,238190,637573
11/30/2009,W,1048329,650622,1698951
12/01/2009,W,1130467,682786,1813253
12/02/2009,W,1094833,673684,1768517
12/03/2009,W,1098849,686030,1784879
12/04/2009,W,973336,652626,1625962
12/05/2009,A,671524,385396,1056920
12/06/2009,U,461240,276654,737894
12/07/2009,W,1034149,643604,1677753
12/08/2009,W,1031237,661097,1692334
12/09/2009,W,985064,649445,1634509
12/10/2009,W,875574,598439,1474013
12/11/2009,W,980494,627993,1608487
12/12/2009,A,653142,371427,1024569
12/13/2009,U,457587,265706,723293
12/14/2009,W,1003184,616209,1619393
12/15/2009,W,988681,619534,1608215
12/16/2009,W,968963,614739,1583702
12/17/2009,W,995849,624996,1620845
12/18/2009,W,1005529,623684,1629213
12/19/2009,A,612039,350048,962087
12/20/2009,U,441105,257984,699089
12/21/2009,W,848265,548679,1396944
12/22/2009,W,818602,546637,1365239
12/23/2009,W,778855,498841,1277696
12/24/2009,W,584096,303611,887707
12/25/2009,U,249347,121545,370892
12/26/2009,A,464351,237093,701444
12/27/2009,U,368183,207527,575710
12/28/2009,W,740043,469843,1209886
12/29/2009,W,753943,488944,1242887
12/30/2009,W,760344,500436,1260780
12/31/2009,W,750868,461311,1212179