Date,DayOfWeek,BusCommuters,Rail,Total
01/01/2011,U,342872,239754,582626
01/02/2011,U,364165,225886,590051
01/03/2011,W,925770,581035,1506805
01/04/2011,W,946232,621057,1567289
01/05/2011,W,950712,624027,1574739
01/06/2011,W,939518,625246,1564764
01/07/2011,W,927173,622084,1549257
01/08/2011,A,540394,333951,874345
01/09/2011,U,380762,237361,618123
01/10/2011,W,966448,639852,1606300
01/11/2011,W,923590,654856,1578446
01/12/2011,W,960115,657426,1617541
01/13/2011,W,969691,661269,1630960
01/14/2011,W,983953,656551,1640504
01/15/2011,A,567710,355580,923290
01/16/2011,U,386280,260631,646911
01/17/2011,W,613773,422788,1036561
01/18/2011,W,991055,678327,1669382
01/19/2011,W,1006033,679355,1685388
01/20/2011,W,975376,674347,1649723
01/21/2011,W,853208,598356,1451564
01/22/2011,A,522699,330666,853365
01/23/2011,U,375396,253697,629093
01/24/2011,W,972155,654573,1626728
01/25/2011,W,1006376,680037,1686413
01/26/2011,W,1014944,681652,1696596
01/27/2011,W,994412,685346,1679758
01/28/2011,W,930518,655861,1586379
01/29/2011,A,617408,381200,998608
01/30/2011,U,406547,254689,661236
01/31/2011,W,1001892,670399,1672291
02/01/2011,W,814985,640223,1455208
02/02/2011,W,219234,209287,428521
02/03/2011,W,732420,580480,1312900
02/04/2011,W,933210,715546,1648756
02/05/2011,A,615765,400440,1016205
02/06/2011,U,402275,273038,675313
02/07/2011,W,996782,693321,1690103
02/08/2011,W,986388,697441,1683829
02/09/2011,W,941631,676705,1618336
02/10/2011,W,940692,676869,1617561
02/11/2011,W,965062,659696,1624758
02/12/2011,A,663253,415060,1078313
02/13/2011,U,474048,303381,777429
02/14/2011,W,1064293,708790,1773083
02/15/2011,W,1041367,702586,1743953
02/16/2011,W,1050045,709634,1759679
02/17/2011,W,1046143,719471,1765614
02/18/2011,W,1053474,710682,1764156
02/19/2011,A,675487,431010,1106497
02/20/2011,U,385554,261695,647249
02/21/2011,W,706507,504444,1210951
02/22/2011,W,1004067,692661,1696728
02/23/2011,W,1026312,701009,1727321
02/24/2011,W,1030542,708692,1739234
02/25/2011,W,1015416,691267,1706683
02/26/2011,A,601634,393242,994876
02/27/2011,U,419643,278593,698236
02/28/2011,W,1007930,681614,1689544
03/01/2011,W,1064543,709683,1774226
03/02/2011,W,1038790,702291,1741081
03/03/2011,W,1057767,709973,1767740
03/04/2011,W,1019568,681216,1700784
03/05/2011,A,581121,375814,956935
03/06/2011,U,428668,275314,703982
03/07/2011,W,889994,640899,1530893
03/08/2011,W,1054432,710380,1764812
03/09/2011,W,1014632,697366,1711998
03/10/2011,W,1019921,707389,1727310
03/11/2011,W,1047012,708603,1755615
03/12/2011,A,630826,500559,1131385
03/13/2011,U,429046,284406,713452
03/14/2011,W,1019671,686277,1705948
03/15/2011,W,1025714,699145,1724859
03/16/2011,W,1057440,725095,1782535
03/17/2011,W,1039329,730561,1769890
03/18/2011,W,1028193,706274,1734467
03/19/2011,A,661882,426128,1088010
03/20/2011,U,397653,263022,660675
03/21/2011,W,1009091,661503,1670594
03/22/2011,W,964687,653024,1617711
03/23/2011,W,1000324,667467,1667791
03/24/2011,W,984660,671765,1656425
03/25/2011,W,995334,661865,1657199
03/26/2011,A,603928,387317,991245
03/27/2011,U,421290,276610,697900
03/28/2011,W,1005055,674351,1679406
03/29/2011,W,1018975,688681,1707656
03/30/2011,W,1022399,692860,1715259
03/31/2011,W,958648,709483,1668131
04/01/2011,W,960123,712981,1673104
04/02/2011,A,688873,457067,1145940
04/03/2011,U,450017,305328,755345
04/04/2011,W,1021955,695709,1717664
04/05/2011,W,1063835,723943,1787778
04/06/2011,W,1032831,725191,1758022
04/07/2011,W,982880,719890,1702770
04/08/2011,W,1006956,701186,1708142
04/09/2011,A,675312,462038,1137350
04/10/2011,U,483207,359065,842272
04/11/2011,W,999639,696423,1696062
04/12/2011,W,1036334,717458,1753792
04/13/2011,W,1040300,721206,1761506
04/14/2011,W,1016435,720731,1737166
04/15/2011,W,966032,691935,1657967
04/16/2011,A,587114,398192,985306
04/17/2011,U,452131,306186,758317
04/18/2011,W,861574,655013,1516587
04/19/2011,W,862770,627085,1489855
04/20/2011,W,895201,684367,1579568
04/21/2011,W,919676,685284,1604960
04/22/2011,W,767236,583531,1350767
04/23/2011,A,644228,421767,1065995
04/24/2011,U,415484,274724,690208
04/25/2011,W,970581,685301,1655882
04/26/2011,W,1009393,717303,1726696
04/27/2011,W,960037,712176,1672213
04/28/2011,W,972352,710559,1682911
04/29/2011,W,1083692,738332,1822024
04/30/2011,A,677693,452569,1130262
05/01/2011,U,474621,320956,795577
05/02/2011,W,1040468,694159,1734627
05/03/2011,W,1063059,708526,1771585
05/04/2011,W,1068494,718706,1787200
05/05/2011,W,1045556,720006,1765562
05/06/2011,W,1054724,732966,1787690
05/07/2011,A,642855,443268,1086123
05/08/2011,U,474170,325850,800020
05/09/2011,W,996746,680206,1676952
05/10/2011,W,1050936,734088,1785024
05/11/2011,W,1022323,724069,1746392
05/12/2011,W,1026861,739195,1766056
05/13/2011,W,1005681,728981,1734662
05/14/2011,A,574990,412250,987240
05/15/2011,U,386219,279473,665692
05/16/2011,W,1002206,683002,1685208
05/17/2011,W,1012424,694950,1707374
05/18/2011,W,996766,688457,1685223
05/19/2011,W,1014161,705964,1720125
05/20/2011,W,1027404,710957,1738361
05/21/2011,A,625518,421143,1046661
05/22/2011,U,460481,321421,781902
05/23/2011,W,997460,682656,1680116
05/24/2011,W,1019381,719974,1739355
05/25/2011,W,932486,676081,1608567
05/26/2011,W,954623,693660,1648283
05/27/2011,W,1005068,695755,1700823
05/28/2011,A,586663,420778,1007441
05/29/2011,U,392008,306407,698415
05/30/2011,U,512702,387955,900657
05/31/2011,W,976956,683927,1660883
06/01/2011,W,1077060,728801,1805861
06/02/2011,W,1037191,707569,1744760
06/03/2011,W,1084952,753705,1838657
06/04/2011,A,660496,465907,1126403
06/05/2011,U,498740,355072,853812
06/06/2011,W,1026379,723353,1749732
06/07/2011,W,1023477,727689,1751166
06/08/2011,W,1027909,731488,1759397
06/09/2011,W,925826,677601,1603427
06/10/2011,W,991111,699233,1690344
06/11/2011,A,639456,452885,1092341
06/12/2011,U,492490,388957,881447
06/13/2011,W,1005818,726932,1732750
06/14/2011,W,1009778,739810,1749588
06/15/2011,W,927263,708511,1635774
06/16/2011,W,960885,741999,1702884
06/17/2011,W,1038570,787772,1826342
06/18/2011,A,668147,502500,1170647
06/19/2011,U,479157,352290,831447
06/20/2011,W,863375,666828,1530203
06/21/2011,W,928457,698702,1627159
06/22/2011,W,906400,695241,1601641
06/23/2011,W,918605,692002,1610607
06/24/2011,W,923487,714821,1638308
06/25/2011,A,672716,511370,1184086
06/26/2011,U,513140,561689,1074829
06/27/2011,W,915375,702396,1617771
06/28/2011,W,974240,768178,1742418
06/29/2011,W,966399,754551,1720950
06/30/2011,W,947943,753565,1701508
07/01/2011,W,940403,723107,1663510
07/02/2011,A,701711,514859,1216570
07/03/2011,U,546895,441925,988820
07/04/2011,U,502623,375468,878091
07/05/2011,W,944119,684091,1628210
07/06/2011,W,961177,711577,1672754
07/07/2011,W,960396,717952,1678348
07/08/2011,W,973648,738968,1712616
07/09/2011,A,688403,487196,1175599
07/10/2011,U,487215,355799,843014
07/11/2011,W,899672,654659,1554331
07/12/2011,W,953976,695840,1649816
07/13/2011,W,968000,712673,1680673
07/14/2011,W,963077,746693,1709770
07/15/2011,W,960761,767058,1727819
07/16/2011,A,671209,512671,1183880
07/17/2011,U,487492,390269,877761
07/18/2011,W,912074,708169,1620243
07/19/2011,W,938830,721231,1660061
07/20/2011,W,908375,711617,1619992
07/21/2011,W,901635,693073,1594708
07/22/2011,W,890894,700452,1591346
07/23/2011,A,641738,478455,1120193
07/24/2011,U,440442,346005,786447
07/25/2011,W,932136,698802,1630938
07/26/2011,W,958271,708596,1666867
07/27/2011,W,926794,697817,1624611
07/28/2011,W,916275,689617,1605892
07/29/2011,W,942044,711542,1653586
07/30/2011,A,677527,472828,1150355
07/31/2011,U,491214,372586,863800
08/01/2011,W,951492,707492,1658984
08/02/2011,W,921043,682755,1603798
08/03/2011,W,984399,715612,1700011
08/04/2011,W,953514,745527,1699041
08/05/2011,W,968013,822093,1790106
08/06/2011,A,682517,569511,1252028
08/07/2011,U,479588,426721,906309
08/08/2011,W,912362,692657,1605019
08/09/2011,W,958406,713624,1672030
08/10/2011,W,963575,720504,1684079
08/11/2011,W,957398,709254,1666652
08/12/2011,W,955597,709694,1665291
08/13/2011,A,627401,457851,1085252
08/14/2011,U,470358,358606,828964
08/15/2011,W,936932,668224,1605156
08/16/2011,W,945179,688071,1633250
08/17/2011,W,943997,692781,1636778
08/18/2011,W,951134,707426,1658560
08/19/2011,W,981727,751679,1733406
08/20/2011,A,622722,472815,1095537
08/21/2011,U,536280,420416,956696
08/22/2011,W,968715,704225,1672940
08/23/2011,W,914499,688649,1603148
08/24/2011,W,999361,728732,1728093
08/25/2011,W,1003797,744805,1748602
08/26/2011,W,997931,710247,1708178
08/27/2011,A,691082,463528,1154610
08/28/2011,U,488275,339049,827324
08/29/2011,W,988033,712733,1700766
08/30/2011,W,991793,719656,1711449
08/31/2011,W,1011858,728047,1739905
09/01/2011,W,1047270,739620,1786890
09/02/2011,W,1001837,741985,1743822
09/03/2011,A,655947,472827,1128774
09/04/2011,U,529593,432441,962034
09/05/2011,U,471000,356948,827948
09/06/2011,W,1116811,746632,1863443
09/07/2011,W,1079256,773670,1852926
09/08/2011,W,1058730,770455,1829185
09/09/2011,W,1049654,754824,1804478
09/10/2011,A,665138,486616,1151754
09/11/2011,U,483138,356915,840053
09/12/2011,W,1077578,756209,1833787
09/13/2011,W,1101495,775124,1876619
09/14/2011,W,1068594,768114,1836708
09/15/2011,W,1078395,780369,1858764
09/16/2011,W,1061833,774553,1836386
09/17/2011,A,684347,511704,1196051
09/18/2011,U,433064,328422,761486
09/19/2011,W,1056731,758422,1815153
09/20/2011,W,1094671,787667,1882338
09/21/2011,W,1090762,780222,1870984
09/22/2011,W,1076129,770485,1846614
09/23/2011,W,1013491,751348,1764839
09/24/2011,A,655360,466534,1121894
09/25/2011,U,448547,333394,781941
09/26/2011,W,1028362,733053,1761415
09/27/2011,W,1059305,751659,1810964
09/28/2011,W,1053206,759071,1812277
09/29/2011,W,1051634,753753,1805387
09/30/2011,W,1066348,757321,1823669
10/01/2011,A,701783,480889,1182672
10/01/2011,A,701783,480889,1182672
10/02/2011,U,486409,344520,830929
10/02/2011,U,486409,344520,830929
10/03/2011,W,1091676,751034,1842710
10/03/2011,W,1091676,751034,1842710
10/04/2011,W,1090878,767029,1857907
10/04/2011,W,1090878,767029,1857907
10/05/2011,W,1083300,774142,1857442
10/05/2011,W,1083300,774142,1857442
10/06/2011,W,1076741,783363,1860104
10/06/2011,W,1076741,783363,1860104
10/07/2011,W,1074577,783590,1858167
10/07/2011,W,1074577,783590,1858167
10/08/2011,A,692368,523113,1215481
10/08/2011,A,692368,523113,1215481
10/09/2011,U,463310,519453,982763
10/09/2011,U,463310,519453,982763
10/10/2011,W,857528,669173,1526701
10/10/2011,W,857528,669173,1526701
10/11/2011,W,1073195,770542,1843737
10/11/2011,W,1073195,770542,1843737
10/12/2011,W,1068602,776561,1845163
10/12/2011,W,1068602,776561,1845163
10/13/2011,W,1011085,773498,1784583
10/13/2011,W,1011085,773498,1784583
10/14/2011,W,1058024,783903,1841927
10/14/2011,W,1058024,783903,1841927
10/15/2011,A,686909,508391,1195300
10/15/2011,A,686909,508391,1195300
10/16/2011,U,457725,351070,808795
10/16/2011,U,457725,351070,808795
10/17/2011,W,1060560,752887,1813447
10/17/2011,W,1060560,752887,1813447
10/18/2011,W,1054603,759917,1814520
10/18/2011,W,1054603,759917,1814520
10/19/2011,W,987878,738984,1726862
10/19/2011,W,987878,738984,1726862
10/20/2011,W,1019401,763556,1782957
10/20/2011,W,1019401,763556,1782957
10/21/2011,W,1072848,782981,1855829
10/21/2011,W,1072848,782981,1855829
10/22/2011,A,678136,497703,1175839
10/22/2011,A,678136,497703,1175839
10/23/2011,U,476507,341626,818133
10/23/2011,U,476507,341626,818133
10/24/2011,W,1054251,747402,1801653
10/24/2011,W,1054251,747402,1801653
10/25/2011,W,1066867,757975,1824842
10/25/2011,W,1066867,757975,1824842
10/26/2011,W,1055199,756804,1812003
10/26/2011,W,1055199,756804,1812003
10/27/2011,W,1061301,771358,1832659
10/27/2011,W,1061301,771358,1832659
10/28/2011,W,993735,758294,1752029
10/28/2011,W,993735,758294,1752029
10/29/2011,A,665331,469295,1134626
10/29/2011,A,665331,469295,1134626
10/30/2011,U,433281,318565,751846
10/30/2011,U,433281,318565,751846
10/31/2011,W,1027078,734500,1761578
10/31/2011,W,1027078,734500,1761578
11/01/2011,W,1098741,762893,1861634
11/02/2011,W,1077675,764539,1842214
11/03/2011,W,1011408,755888,1767296
11/04/2011,W,1093806,785515,1879321
11/05/2011,A,686104,513654,1199758
11/06/2011,U,477456,331327,808783
11/07/2011,W,1061041,749043,1810084
11/08/2011,W,1008764,742973,1751737
11/09/2011,W,1036190,759696,1795886
11/10/2011,W,970822,755282,1726104
11/11/2011,W,879535,681237,1560772
11/12/2011,A,660488,474088,1134576
11/13/2011,U,463513,338816,802329
11/14/2011,W,1047638,741813,1789451
11/15/2011,W,1079072,770828,1849900
11/16/2011,W,1043071,758159,1801230
11/17/2011,W,998699,752834,1751533
11/18/2011,W,965671,743405,1709076
11/19/2011,A,657115,530802,1187917
11/20/2011,U,456466,328721,785187
11/21/2011,W,1039312,726360,1765672
11/22/2011,W,986650,714844,1701494
11/23/2011,W,992006,680837,1672843
11/24/2011,U,340929,235194,576123
11/25/2011,W,652271,435428,1087699
11/26/2011,A,588157,348525,936682
11/27/2011,U,397179,274323,671502
11/28/2011,W,1016597,703558,1720155
11/29/2011,W,991030,708638,1699668
11/30/2011,W,1043354,730140,1773494
12/01/2011,W,1089263,747269,1836532
12/02/2011,W,1095431,757734,1853165
12/03/2011,A,662075,461349,1123424
12/04/2011,U,454576,327051,781627
12/05/2011,W,1051712,698735,1750447
12/06/2011,W,1035064,712288,1747352
12/07/2011,W,1032787,718567,1751354
12/08/2011,W,1023297,721739,1745036
12/09/2011,W,1006182,726618,1732800
12/10/2011,A,604502,435343,1039845
12/11/2011,U,442689,306703,749392
12/12/2011,W,988026,673314,1661340
12/13/2011,W,1002723,691649,1694372
12/14/2011,W,939524,675577,1615101
12/15/2011,W,994244,701181,1695425
12/16/2011,W,1006755,703365,1710120
12/17/2011,A,615724,436091,1051815
12/18/2011,U,455044,325822,780866
12/19/2011,W,965235,657231,1622466
12/20/2011,W,951363,656796,1608159
12/21/2011,W,948139,649395,1597534
12/22/2011,W,901280,615248,1516528
12/23/2011,W,855427,539186,1394613
12/24/2011,A,509237,262788,772025
12/25/2011,U,273257,144879,418136
12/26/2011,U,463630,297972,761602
12/27/2011,W,721508,498735,1220243
12/28/2011,W,747970,535232,1283202
12/29/2011,W,767769,553630,1321399
12/30/2011,W,762618,528085,1290703
12/31/2011,A,583259,408205,991464