Date,DayOfWeek,BusCommuters,Rail,Total
01/01/2015,U,300426,287754,588180
01/02/2015,W,656375,527583,1183958
01/03/2015,A,441327,340135,781462
01/04/2015,U,330082,267676,597758
01/05/2015,W,753918,657877,1411795
01/06/2015,W,771953,679913,1451866
01/07/2015,W,508815,509075,1017890
01/08/2015,W,558275,579994,1138269
01/09/2015,W,715334,639901,1355235
01/10/2015,A,435672,352140,787812
01/11/2015,U,349027,279494,628521
01/12/2015,W,871183,738697,1609880
01/13/2015,W,881226,743774,1625000
01/14/2015,W,885449,742410,1627859
01/15/2015,W,899363,760336,1659699
01/16/2015,W,898222,748177,1646399
01/17/2015,A,539500,417756,957256
01/18/2015,U,391445,300710,692155
01/19/2015,W,597347,502376,1099723
01/20/2015,W,913930,754946,1668876
01/21/2015,W,905178,756860,1662038
01/22/2015,W,903230,761705,1664935
01/23/2015,W,902567,747376,1649943
01/24/2015,A,538766,415123,953889
01/25/2015,U,339402,279154,618556
01/26/2015,W,896430,738965,1635395
01/27/2015,W,913448,764457,1677905
01/28/2015,W,922297,763680,1685977
01/29/2015,W,898174,760217,1658391
01/30/2015,W,933971,754968,1688939
01/31/2015,A,551745,419577,971322
02/01/2015,U,293689,270615,564304
02/02/2015,W,632367,563770,1196137
02/03/2015,W,947457,806148,1753605
02/04/2015,W,957218,791399,1748617
02/05/2015,W,932148,780378,1712526
02/06/2015,W,959648,768091,1727739
02/07/2015,A,600789,439214,1040003
02/08/2015,U,399923,298701,698624
02/09/2015,W,936475,750136,1686611
02/10/2015,W,965833,772727,1738560
02/11/2015,W,966071,770885,1736956
02/12/2015,W,883395,729249,1612644
02/13/2015,W,911949,740559,1652508
02/14/2015,A,514916,380652,895568
02/15/2015,U,336299,276160,612459
02/16/2015,W,652807,547767,1200574
02/17/2015,W,912529,745575,1658104
02/18/2015,W,833785,707746,1541531
02/19/2015,W,576326,575180,1151506
02/20/2015,W,847700,697600,1545300
02/21/2015,A,565948,410400,976348
02/22/2015,U,378733,299663,678396
02/23/2015,W,857014,700742,1557756
02/24/2015,W,901872,728674,1630546
02/25/2015,W,905748,752497,1658245
02/26/2015,W,857402,755359,1612761
02/27/2015,W,903421,736663,1640084
02/28/2015,A,542479,405241,947720
03/01/2015,U,383971,293964,677935
03/02/2015,W,912384,715945,1628329
03/03/2015,W,904439,735951,1640390
03/04/2015,W,928771,750369,1679140
03/05/2015,W,909192,744229,1653421
03/06/2015,W,909446,732902,1642348
03/07/2015,A,585771,427330,1013101
03/08/2015,U,399324,309962,709286
03/09/2015,W,935951,752995,1688946
03/10/2015,W,953173,767551,1720724
03/11/2015,W,955083,778171,1733254
03/12/2015,W,953310,790210,1743520
03/13/2015,W,950690,801547,1752237
03/14/2015,A,605758,673707,1279465
03/15/2015,U,432055,362045,794100
03/16/2015,W,939583,768218,1707801
03/17/2015,W,934438,770081,1704519
03/18/2015,W,937056,771625,1708681
03/19/2015,W,928929,771127,1700056
03/20/2015,W,932331,760906,1693237
03/21/2015,A,566447,447493,1013940
03/22/2015,U,383134,306283,689417
03/23/2015,W,817246,693264,1510510
03/24/2015,W,904344,727888,1632232
03/25/2015,W,916538,734311,1650849
03/26/2015,W,925361,736687,1662048
03/27/2015,W,888293,726738,1615031
03/28/2015,A,539031,429689,968720
03/29/2015,U,362329,325865,688194
03/30/2015,W,903992,736692,1640684
03/31/2015,W,922487,753405,1675892
04/01/2015,W,974353,784085,1758438
04/02/2015,W,897550,761806,1659356
04/03/2015,W,814328,681130,1495458
04/04/2015,A,582015,427101,1009116
04/05/2015,U,393690,327292,720982
04/06/2015,W,807389,711923,1519312
04/07/2015,W,813597,727328,1540925
04/08/2015,W,822289,750275,1572564
04/09/2015,W,748326,711033,1459359
04/10/2015,W,828661,757159,1585820
04/11/2015,A,586791,469045,1055836
04/12/2015,U,410420,332334,742754
04/13/2015,W,908654,767492,1676146
04/14/2015,W,946490,796083,1742573
04/15/2015,W,904861,796244,1701105
04/16/2015,W,890058,791213,1681271
04/17/2015,W,936814,818272,1755086
04/18/2015,A,599954,503902,1103856
04/19/2015,U,394676,338222,732898
04/20/2015,W,907393,762726,1670119
04/21/2015,W,931681,779658,1711339
04/22/2015,W,925517,780432,1705949
04/23/2015,W,935537,799888,1735425
04/24/2015,W,912926,782626,1695552
04/25/2015,A,496407,435893,932300
04/26/2015,U,419729,352658,772387
04/27/2015,W,925541,769888,1695429
04/28/2015,W,941909,789018,1730927
04/29/2015,W,934550,793551,1728101
04/30/2015,W,923564,817167,1740731
05/01/2015,W,993931,835711,1829642
05/02/2015,A,629640,548837,1178477
05/03/2015,U,435591,379014,814605
05/04/2015,W,933337,756442,1689779
05/05/2015,W,918652,769751,1688403
05/06/2015,W,951886,789988,1741874
05/07/2015,W,956437,810302,1766739
05/08/2015,W,916218,780602,1696820
05/09/2015,A,572064,455436,1027500
05/10/2015,U,385323,315215,700538
05/11/2015,W,869148,743353,1612501
05/12/2015,W,904654,770185,1674839
05/13/2015,W,926402,784501,1710903
05/14/2015,W,912634,795093,1707727
05/15/2015,W,921190,804671,1725861
05/16/2015,A,561092,493377,1054469
05/17/2015,U,415263,373832,789095
05/18/2015,W,908842,761991,1670833
05/19/2015,W,902867,759919,1662786
05/20/2015,W,906942,760399,1667341
05/21/2015,W,921476,784762,1706238
05/22/2015,W,908692,760362,1669054
05/23/2015,A,575386,501879,1077265
05/24/2015,U,401488,366008,767496
05/25/2015,U,397951,357227,755178
05/26/2015,W,878946,743291,1622237
05/27/2015,W,921204,783749,1704953
05/28/2015,W,925094,787104,1712198
05/29/2015,W,892551,800510,1693061
05/30/2015,A,481814,428464,910278
05/31/2015,U,388866,351159,740025
06/01/2015,W,942997,757975,1700972
06/02/2015,W,933346,779073,1712419
06/03/2015,W,964899,794693,1759592
06/04/2015,W,938834,797464,1736298
06/05/2015,W,919157,784462,1703619
06/06/2015,A,606641,511352,1117993
06/07/2015,U,388946,337748,726694
06/08/2015,W,891851,759176,1651027
06/09/2015,W,932006,792806,1724812
06/10/2015,W,915049,801607,1716656
06/11/2015,W,898644,811432,1710076
06/12/2015,W,854059,812194,1666253
06/13/2015,A,590950,566965,1157915
06/14/2015,U,419317,407107,826424
06/15/2015,W,817931,774439,1592370
06/16/2015,W,911783,818185,1729968
06/17/2015,W,869500,775968,1645468
06/18/2015,W,867529,914768,1782297
06/19/2015,W,893122,813552,1706674
06/20/2015,A,563855,500734,1064589
06/21/2015,U,439513,390557,830070
06/22/2015,W,759346,731448,1490794
06/23/2015,W,840211,794064,1634275
06/24/2015,W,821308,787858,1609166
06/25/2015,W,808260,791423,1599683
06/26/2015,W,773954,748661,1522615
06/27/2015,A,570969,509237,1080206
06/28/2015,U,439944,577866,1017810
06/29/2015,W,797072,730941,1528013
06/30/2015,W,835118,751277,1586395
07/01/2015,W,886380,762718,1649098
07/02/2015,W,850667,773838,1624505
07/03/2015,U,602599,612736,1215335
07/04/2015,A,508110,545727,1053837
07/05/2015,U,427090,435680,862770
07/06/2015,W,816338,770918,1587256
07/07/2015,W,834983,794300,1629283
07/08/2015,W,848028,813381,1661409
07/09/2015,W,856253,834100,1690353
07/10/2015,W,858745,851630,1710375
07/11/2015,A,575848,560642,1136490
07/12/2015,U,457477,468153,925630
07/13/2015,W,784509,727235,1511744
07/14/2015,W,836909,760527,1597436
07/15/2015,W,859672,775047,1634719
07/16/2015,W,802468,762144,1564612
07/17/2015,W,822257,809549,1631806
07/18/2015,A,529845,515769,1045614
07/19/2015,U,440059,443655,883714
07/20/2015,W,819425,749387,1568812
07/21/2015,W,848416,782194,1630610
07/22/2015,W,844761,785763,1630524
07/23/2015,W,844483,783822,1628305
07/24/2015,W,830024,818410,1648434
07/25/2015,A,573827,539665,1113492
07/26/2015,U,419005,402975,821980
07/27/2015,W,820529,760311,1580840
07/28/2015,W,827024,782394,1609418
07/29/2015,W,814733,820373,1635106
07/30/2015,W,825894,811903,1637797
07/31/2015,W,834790,871817,1706607
08/01/2015,A,574270,587633,1161903
08/02/2015,U,425896,469421,895317
08/03/2015,W,833632,751771,1585403
08/04/2015,W,839704,762573,1602277
08/05/2015,W,831758,765442,1597200
08/06/2015,W,825012,795399,1620411
08/07/2015,W,831076,798253,1629329
08/08/2015,A,577878,534305,1112183
08/09/2015,U,414942,384961,799903
08/10/2015,W,772518,716242,1488760
08/11/2015,W,823620,770361,1593981
08/12/2015,W,817244,772367,1589611
08/13/2015,W,817948,790163,1608111
08/14/2015,W,813718,760558,1574276
08/15/2015,A,567544,517393,1084937
08/16/2015,U,448872,420453,869325
08/17/2015,W,775836,708821,1484657
08/18/2015,W,782272,745246,1527518
08/19/2015,W,801496,768950,1570446
08/20/2015,W,820929,778440,1599369
08/21/2015,W,829744,785707,1615451
08/22/2015,A,582295,519930,1102225
08/23/2015,U,412542,393966,806508
08/24/2015,W,824140,774207,1598347
08/25/2015,W,838405,768794,1607199
08/26/2015,W,860821,774429,1635250
08/27/2015,W,858460,803728,1662188
08/28/2015,W,841111,770482,1611593
08/29/2015,A,520511,468675,989186
08/30/2015,U,417777,371923,789700
08/31/2015,W,836125,771622,1607747
09/01/2015,W,909864,799606,1709470
09/02/2015,W,882052,792561,1674613
09/03/2015,W,907453,800062,1707515
09/04/2015,W,869966,802219,1672185
09/05/2015,A,571868,528694,1100562
09/06/2015,U,452841,452445,905286
09/07/2015,U,419206,362421,781627
09/08/2015,W,885886,756110,1641996
09/09/2015,W,966510,821823,1788333
09/10/2015,W,928707,823661,1752368
09/11/2015,W,924272,872323,1796595
09/12/2015,A,553239,530282,1083521
09/13/2015,U,423559,417183,840742
09/14/2015,W,930582,803746,1734328
09/15/2015,W,956026,853826,1809852
09/16/2015,W,956622,840594,1797216
09/17/2015,W,927771,851514,1779285
09/18/2015,W,895702,853094,1748796
09/19/2015,A,558990,557919,1116909
09/20/2015,U,433770,428858,862628
09/21/2015,W,935471,837061,1772532
09/22/2015,W,947566,842632,1790198
09/23/2015,W,942933,838495,1781428
09/24/2015,W,942518,835403,1777921
09/25/2015,W,951827,863209,1815036
09/26/2015,A,598862,565634,1164496
09/27/2015,U,422542,406802,829344
09/28/2015,W,929278,829791,1759069
09/29/2015,W,914286,822855,1737141
09/30/2015,W,946374,835001,1781375
10/01/2015,W,993576,848050,1841626
10/02/2015,W,981039,837159,1818198
10/03/2015,A,571153,488574,1059727
10/04/2015,U,417529,371950,789479
10/05/2015,W,948999,805091,1754090
10/06/2015,W,967808,831137,1798945
10/07/2015,W,970204,854361,1824565
10/08/2015,W,959798,851423,1811221
10/09/2015,W,931769,854606,1786375
10/10/2015,A,577667,541173,1118840
10/11/2015,U,400140,558033,958173
10/12/2015,W,759254,776968,1536222
10/13/2015,W,947941,873747,1821688
10/14/2015,W,954519,845066,1799585
10/15/2015,W,946290,860809,1807099
10/16/2015,W,936818,855252,1792070
10/17/2015,A,578160,546096,1124256
10/18/2015,U,415455,392712,808167
10/19/2015,W,930236,819286,1749522
10/20/2015,W,950953,875792,1826745
10/21/2015,W,955633,882188,1837821
10/22/2015,W,942983,852957,1795940
10/23/2015,W,915489,828812,1744301
10/24/2015,A,556146,492083,1048229
10/25/2015,U,415182,368100,783282
10/26/2015,W,929741,805144,1734885
10/27/2015,W,916953,824772,1741725
10/28/2015,W,910794,826173,1736967
10/29/2015,W,916453,837868,1754321
10/30/2015,W,949185,840246,1789431
10/31/2015,A,500004,418362,918366
11/01/2015,U,436791,378873,815664
11/02/2015,W,940464,817657,1758121
11/03/2015,W,987382,830460,1817842
11/04/2015,W,956176,842035,1798211
11/05/2015,W,942300,851684,1793984
11/06/2015,W,925054,832872,1757926
11/07/2015,A,573470,496404,1069874
11/08/2015,U,414784,379185,793969
11/09/2015,W,923927,811177,1735104
11/10/2015,W,940362,832141,1772503
11/11/2015,W,755234,738828,1494062
11/12/2015,W,879349,820988,1700337
11/13/2015,W,837532,804273,1641805
11/14/2015,A,545554,475091,1020645
11/15/2015,U,411704,352488,764192
11/16/2015,W,908305,797597,1705902
11/17/2015,W,880013,801291,1681304
11/18/2015,W,893671,808901,1702572
11/19/2015,W,884290,811595,1695885
11/20/2015,W,894949,812590,1707539
11/21/2015,A,429624,469943,899567
11/22/2015,U,356953,338408,695361
11/23/2015,W,877236,781545,1658781
11/24/2015,W,898177,805812,1703989
11/25/2015,W,735265,667707,1402972
11/26/2015,U,288282,234285,522567
11/27/2015,W,443089,410220,853309
11/28/2015,A,459598,396926,856524
11/29/2015,U,365314,312990,678304
11/30/2015,W,870662,756626,1627288
12/01/2015,W,949925,794768,1744693
12/02/2015,W,906715,792020,1698735
12/03/2015,W,940609,807065,1747674
12/04/2015,W,930083,815301,1745384
12/05/2015,A,566882,501339,1068221
12/06/2015,U,411174,360066,771240
12/07/2015,W,898172,758242,1656414
12/08/2015,W,910018,775695,1685713
12/09/2015,W,916281,789224,1705505
12/10/2015,W,909606,796080,1705686
12/11/2015,W,912854,801907,1714761
12/12/2015,A,541305,491199,1032504
12/13/2015,U,383666,344084,727750
12/14/2015,W,849106,728299,1577405
12/15/2015,W,884506,755882,1640388
12/16/2015,W,871638,755292,1626930
12/17/2015,W,864846,752203,1617049
12/18/2015,W,846033,738908,1584941
12/19/2015,A,506208,423960,930168
12/20/2015,U,392051,326681,718732
12/21/2015,W,696473,644071,1340544
12/22/2015,W,722061,664559,1386620
12/23/2015,W,654312,571814,1226126
12/24/2015,W,531521,378784,910305
12/25/2015,U,231718,162100,393818
12/26/2015,A,387357,292832,680189
12/27/2015,U,334737,272169,606906
12/28/2015,W,514171,484349,998520
12/29/2015,W,638221,571322,1209543
12/30/2015,W,636706,585337,1222043
12/31/2015,W,604409,565772,1170181