Date,DayOfWeek,BusCommuters,Rail,Total
01/01/2018,U,199845,195520,395365
01/02/2018,W,507648,514174,1021822
01/03/2018,W,598578,587740,1186318
01/04/2018,W,594414,591081,1185495
01/05/2018,W,597163,572525,1169688
01/06/2018,A,372807,292077,664884
01/07/2018,U,284438,226604,511042
01/08/2018,W,755777,664263,1420040
01/09/2018,W,780104,684704,1464808
01/10/2018,W,783008,695123,1478131
01/11/2018,W,774197,695496,1469693
01/12/2018,W,730031,643915,1373946
01/13/2018,A,392644,323263,715907
01/14/2018,U,291206,245376,536582
01/15/2018,W,463868,419604,883472
01/16/2018,W,779194,710906,1490100
01/17/2018,W,787021,713680,1500701
01/18/2018,W,788150,720369,1508519
01/19/2018,W,784287,701290,1485577
01/20/2018,A,438286,449322,887608
01/21/2018,U,316648,259818,576466
01/22/2018,W,781955,711848,1493803
01/23/2018,W,795146,733662,1528808
01/24/2018,W,808026,732420,1540446
01/25/2018,W,813348,743858,1557206
01/26/2018,W,806770,722671,1529441
01/27/2018,A,455974,384419,840393
01/28/2018,U,320779,268995,589774
01/29/2018,W,774310,699889,1474199
01/30/2018,W,801986,723334,1525320
01/31/2018,W,815252,729419,1544671
02/01/2018,W,824632,724399,1549031
02/02/2018,W,706351,657689,1364040
02/03/2018,A,435554,344309,779863
02/04/2018,U,279353,232906,512259
02/05/2018,W,734272,675368,1409640
02/06/2018,W,783522,708071,1491593
02/07/2018,W,790600,714000,1504600
02/08/2018,W,782384,727764,1510148
02/09/2018,W,480347,490054,970401
02/10/2018,A,399759,351548,751307
02/11/2018,U,294675,260148,554823
02/12/2018,W,771383,692183,1463566
02/13/2018,W,832686,743502,1576188
02/14/2018,W,846174,756475,1602649
02/15/2018,W,819948,746521,1566469
02/16/2018,W,803410,725091,1528501
02/17/2018,A,438472,383764,822236
02/18/2018,U,345438,299983,645421
02/19/2018,W,569983,523621,1093604
02/20/2018,W,786356,718493,1504849
02/21/2018,W,831241,740388,1571629
02/22/2018,W,833819,743449,1577268
02/23/2018,W,820477,720769,1541246
02/24/2018,A,461537,387230,848767
02/25/2018,U,347690,292093,639783
02/26/2018,W,825842,718649,1544491
02/27/2018,W,846696,743269,1589965
02/28/2018,W,837820,736868,1574688
03/01/2018,W,807973,724095,1532068
03/02/2018,W,838965,719445,1558410
03/03/2018,A,489631,400158,889789
03/04/2018,U,360783,288394,649177
03/05/2018,W,793241,686228,1479469
03/06/2018,W,818087,723274,1541361
03/07/2018,W,829608,731992,1561600
03/08/2018,W,813217,734447,1547664
03/09/2018,W,806152,712092,1518244
03/10/2018,A,471143,394014,865157
03/11/2018,U,339755,286948,626703
03/12/2018,W,798061,715220,1513281
03/13/2018,W,808848,731938,1540786
03/14/2018,W,834401,747391,1581792
03/15/2018,W,829652,754110,1583762
03/16/2018,W,808945,738857,1547802
03/17/2018,A,471682,607823,1079505
03/18/2018,U,361391,320742,682133
03/19/2018,W,807848,709194,1517042
03/20/2018,W,808168,710058,1518226
03/21/2018,W,815911,715243,1531154
03/22/2018,W,807829,722634,1530463
03/23/2018,W,789868,699928,1489796
03/24/2018,A,424609,389468,814077
03/25/2018,U,331496,306710,638206
03/26/2018,W,685230,660176,1345406
03/27/2018,W,688138,684664,1372802
03/28/2018,W,719691,695373,1415064
03/29/2018,W,692129,686014,1378143
03/30/2018,W,672341,608535,1280876
03/31/2018,A,428294,349132,777426
04/01/2018,U,305848,238356,544204
04/02/2018,W,782016,688114,1470130
04/03/2018,W,816056,720417,1536473
04/04/2018,W,823619,738079,1561698
04/05/2018,W,817204,753661,1570865
04/06/2018,W,792532,721169,1513701
04/07/2018,A,466492,404650,871142
04/08/2018,U,335409,283411,618820
04/09/2018,W,773663,708735,1482398
04/10/2018,W,798350,748682,1547032
04/11/2018,W,849255,770269,1619524
04/12/2018,W,836193,775422,1611615
04/13/2018,W,729175,716600,1445775
04/14/2018,A,417189,374923,792112
04/15/2018,U,300857,258277,559134
04/16/2018,W,773294,704714,1478008
04/17/2018,W,830925,759128,1590053
04/18/2018,W,783296,728207,1511503
04/19/2018,W,774579,749646,1524225
04/20/2018,W,812450,735681,1548131
04/21/2018,A,455577,392721,848298
04/22/2018,U,348195,294515,642710
04/23/2018,W,810268,712596,1522864
04/24/2018,W,826998,743776,1570774
04/25/2018,W,838143,748866,1587009
04/26/2018,W,837802,777534,1615336
04/27/2018,W,812960,752386,1565346
04/28/2018,A,480130,426851,906981
04/29/2018,U,354456,327855,682311
04/30/2018,W,817980,746550,1564530
05/01/2018,W,876677,777780,1654457
05/02/2018,W,834718,752143,1586861
05/03/2018,W,840135,744199,1584334
05/04/2018,W,830802,736342,1567144
05/05/2018,A,506199,443358,949557
05/06/2018,U,359516,315030,674546
05/07/2018,W,821267,742969,1564236
05/08/2018,W,841014,781451,1622465
05/09/2018,W,803570,756378,1559948
05/10/2018,W,838748,762718,1601466
05/11/2018,W,788585,744337,1532922
05/12/2018,A,440554,392468,833022
05/13/2018,U,335726,306051,641777
05/14/2018,W,742924,686671,1429595
05/15/2018,W,809607,728488,1538095
05/16/2018,W,824209,733303,1557512
05/17/2018,W,807735,743467,1551202
05/18/2018,W,784606,717590,1502196
05/19/2018,A,461266,408091,869357
05/20/2018,U,321817,288853,610670
05/21/2018,W,709633,669968,1379601
05/22/2018,W,819740,762899,1582639
05/23/2018,W,827983,774273,1602256
05/24/2018,W,813320,757935,1571255
05/25/2018,W,797393,730669,1528062
05/26/2018,A,474011,472471,946482
05/27/2018,U,382202,375810,758012
05/28/2018,U,364119,325534,689653
05/29/2018,W,797433,716137,1513570
05/30/2018,W,793348,716886,1510234
05/31/2018,W,819988,753062,1573050
06/01/2018,W,851045,773824,1624869
06/02/2018,A,496149,437154,933303
06/03/2018,U,383320,342776,726096
06/04/2018,W,820746,726476,1547222
06/05/2018,W,826465,778366,1604831
06/06/2018,W,820198,778486,1598684
06/07/2018,W,821694,798516,1620210
06/08/2018,W,779201,766692,1545893
06/09/2018,A,464236,475218,939454
06/10/2018,U,332042,339387,671429
06/11/2018,W,781557,724255,1505812
06/12/2018,W,807427,750111,1557538
06/13/2018,W,783799,759987,1543786
06/14/2018,W,795923,754502,1550425
06/15/2018,W,775628,735211,1510839
06/16/2018,A,472932,441274,914206
06/17/2018,U,351730,324959,676689
06/18/2018,W,742447,722983,1465430
06/19/2018,W,779092,768531,1547623
06/20/2018,W,741682,763084,1504766
06/21/2018,W,628563,683599,1312162
06/22/2018,W,669210,689577,1358787
06/23/2018,A,487366,452638,940004
06/24/2018,U,382787,515034,897821
06/25/2018,W,730834,709948,1440782
06/26/2018,W,714896,717661,1432557
06/27/2018,W,734332,744015,1478347
06/28/2018,W,751395,758891,1510286
06/29/2018,W,748648,755938,1504586
06/30/2018,A,473766,468103,941869
07/01/2018,U,353385,329670,683055
07/02/2018,W,734869,678249,1413118
07/03/2018,W,771705,716848,1488553
07/04/2018,U,384885,366963,751848
07/05/2018,W,652746,615715,1268461
07/06/2018,W,720068,699130,1419198
07/07/2018,A,485369,439367,924736
07/08/2018,U,376335,346489,722824
07/09/2018,W,742452,704612,1447064
07/10/2018,W,766160,742163,1508323
07/11/2018,W,772083,765257,1537340
07/12/2018,W,755211,766466,1521677
07/13/2018,W,753196,784018,1537214
07/14/2018,A,471688,455259,926947
07/15/2018,U,380142,378006,758148
07/16/2018,W,731999,700335,1432334
07/17/2018,W,768143,739651,1507794
07/18/2018,W,770336,745511,1515847
07/19/2018,W,765291,780813,1546104
07/20/2018,W,721413,762815,1484228
07/21/2018,A,469280,483657,952937
07/22/2018,U,339813,357484,697297
07/23/2018,W,742296,746950,1489246
07/24/2018,W,766503,775343,1541846
07/25/2018,W,763505,768014,1531519
07/26/2018,W,758033,781151,1539184
07/27/2018,W,729506,741794,1471300
07/28/2018,A,484064,453186,937250
07/29/2018,U,374591,354824,729415
07/30/2018,W,718899,721661,1440560
07/31/2018,W,733107,729861,1462968
08/01/2018,W,778530,757280,1535810
08/02/2018,W,743458,861954,1605412
08/03/2018,W,765341,831628,1596969
08/04/2018,A,480664,521622,1002286
08/05/2018,U,368543,423810,792353
08/06/2018,W,688147,687412,1375559
08/07/2018,W,710000,702495,1412495
08/08/2018,W,737497,726837,1464334
08/09/2018,W,725134,727089,1452223
08/10/2018,W,728844,757214,1486058
08/11/2018,A,498035,485775,983810
08/12/2018,U,372421,371962,744383
08/13/2018,W,705028,681926,1386954
08/14/2018,W,722447,739143,1461590
08/15/2018,W,710743,720004,1430747
08/16/2018,W,720279,712077,1432356
08/17/2018,W,702584,697625,1400209
08/18/2018,A,493509,469340,962849
08/19/2018,U,380140,357318,737458
08/20/2018,W,668029,672736,1340765
08/21/2018,W,714668,705759,1420427
08/22/2018,W,747818,711067,1458885
08/23/2018,W,751380,748147,1499527
08/24/2018,W,692290,698828,1391118
08/25/2018,A,472537,437488,910025
08/26/2018,U,358918,344736,703654
08/27/2018,W,751100,740835,1491935
08/28/2018,W,751236,764285,1515521
08/29/2018,W,752668,767691,1520359
08/30/2018,W,776906,780357,1557263
08/31/2018,W,773345,726643,1499988
09/01/2018,A,457556,415563,873119
09/02/2018,U,393446,368715,762161
09/03/2018,U,330488,293772,624260
09/04/2018,W,864262,756397,1620659
09/05/2018,W,854763,785143,1639906
09/06/2018,W,819596,786139,1605735
09/07/2018,W,814560,796057,1610617
09/08/2018,A,486855,460892,947747
09/09/2018,U,361946,329445,691391
09/10/2018,W,844530,792245,1636775
09/11/2018,W,861007,818737,1679744
09/12/2018,W,865443,835997,1701440
09/13/2018,W,851071,821484,1672555
09/14/2018,W,841332,833730,1675062
09/15/2018,A,498240,505429,1003669
09/16/2018,U,375988,375547,751535
09/17/2018,W,839178,794968,1634146
09/18/2018,W,846003,796654,1642657
09/19/2018,W,844257,786851,1631108
09/20/2018,W,840571,812664,1653235
09/21/2018,W,829287,806274,1635561
09/22/2018,A,497023,464531,961554
09/23/2018,U,373382,331323,704705
09/24/2018,W,829917,806181,1636098
09/25/2018,W,843206,813982,1657188
09/26/2018,W,868419,838474,1706893
09/27/2018,W,858664,847133,1705797
09/28/2018,W,824823,816264,1641087
09/29/2018,A,492591,500479,993070
09/30/2018,U,365436,362732,728168